Kingdom,Phylum,Class,Order,Family,Genus,Species,S1,S2,S3,S4,S5,S7,S8,S9,S10,S11,S12,S13,S15,S16,S17,S18,S19,S20,S21,S22
k__Fungi,p__Ascomycota,c__Arthoniomycetes,o__Lichenostigmatales,f__Phaeococcomycetaceae,g__Phaeococcomyces,s__kinklidomatophilus,0,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0
k__Fungi,p__Ascomycota,c__Arthoniomycetes,o__Lichenostigmatales,f__Phaeococcomycetaceae,g__Phaeococcomyces,NA,48,0,0,0,0,0,0,0,0,301,799,0,0,0,0,0,0,0,0,0
k__Fungi,p__Ascomycota,c__Arthoniomycetes,o__Lichenostigmatales,NA,NA,NA,0,0,779,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0
k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Botryosphaeriales,f__Botryosphaeriaceae,g__Dothiorella,NA,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Botryosphaeriales,f__Botryosphaeriaceae,g__Neofusicoccum,s__australe,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Botryosphaeriales,f__Botryosphaeriaceae,NA,NA,0,0,0,0,0,0,3529,0,0,46,0,0,0,0,0,0,0,0,0,0
k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Botryosphaeriales,f__Phyllostictaceae,g__Phyllosticta,s__capitalensis,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0
k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Capnodiales,f__Capnodiales_fam_Incertae_sedis,g__Arthrocatena,NA,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Capnodiales,f__Cladosporiaceae,g__Cladosporium,s__aphidis,104,2156,0,0,0,0,0,0,974,116,122,0,0,0,0,0,0,0,0,0
k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Capnodiales,f__Cladosporiaceae,g__Cladosporium,s__domesticum,0,0,0,0,0,0,0,0,0,0,156,0,0,0,0,0,0,0,0,0
k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Capnodiales,f__Cladosporiaceae,g__Cladosporium,s__dominicanum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,397,0
k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Capnodiales,f__Cladosporiaceae,g__Cladosporium,s__halotolerans,0,0,0,0,0,0,0,0,404,0,1094,0,0,0,0,0,0,0,0,0
k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Capnodiales,f__Cladosporiaceae,g__Cladosporium,s__herbarum,4180,2627,8743,55,296,0,1352,0,5245,1782,2661,584,3707,0,543,5053,0,2335,0,0
k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Capnodiales,f__Cladosporiaceae,g__Cladosporium,s__sphaerospermum,0,0,0,0,0,0,0,0,0,105,503,0,0,0,0,0,0,0,0,0
k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Capnodiales,f__Cladosporiaceae,g__Cladosporium,s__velox,0,0,0,0,0,0,0,0,0,0,151,0,0,0,0,0,0,0,0,0
k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Capnodiales,f__Cladosporiaceae,g__Cladosporium,NA,23089,7679,42483,3387,2422,1325,8307,5550,15262,12324,7515,4811,11283,0,4132,1430,767,1368,11366,2802
k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Capnodiales,f__Cladosporiaceae,g__Rachicladosporium,s__cboliae,0,0,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Capnodiales,f__Cladosporiaceae,g__Rachicladosporium,s__inconspicuum,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0
k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Capnodiales,f__Cladosporiaceae,g__Toxicocladosporium,NA,0,2295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Capnodiales,f__Cladosporiaceae,g__Verrucocladosporium,s__dirinae,0,0,0,0,0,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Capnodiales,f__Cladosporiaceae,g__Verrucocladosporium,NA,158,862,22,0,0,0,965,0,0,137,0,0,0,125,0,0,0,163,0,0
k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Capnodiales,f__Dissoconiaceae,g__Uwebraunia,NA,0,0,1156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Capnodiales,f__Neodevriesiaceae,g__Neodevriesia,NA,239,0,447,0,0,0,0,0,0,0,115,0,0,0,0,0,0,0,0,0
k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Capnodiales,f__Neodevriesiaceae,NA,NA,0,0,140,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0
k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Coniosporiales,f__Coniosporiaceae,g__Coniosporium,s__apollinis,0,0,0,0,0,0,0,0,0,0,1330,0,0,0,0,0,0,0,0,0
k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Coniosporiales,f__Coniosporiaceae,g__Coniosporium,NA,0,0,275,0,0,0,0,0,0,0,0,1255,0,0,0,0,0,0,0,0
k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Dothideales,f__Dothioraceae,g__Dothiora,NA,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Dothideales,f__Saccotheciaceae,g__Aureobasidium,s__pullulans,709,0,1029,641,0,0,0,930,1201,1305,24,566,0,0,0,0,0,0,0,440
k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Dothideales,f__Saccotheciaceae,NA,NA,0,0,0,0,0,0,0,0,241,0,0,0,0,0,0,0,0,0,0,0
k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Dothideomycetes_ord_Incertae_sedis,f__Dothideomycetes_fam_Incertae_sedis,g__Radulidium,s__subulatum,0,0,0,0,0,0,0,669,0,0,0,0,0,0,0,0,0,0,0,0
k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Mycosphaerellales,f__Extremaceae,g__Incertomyces,NA,0,0,1014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Mycosphaerellales,f__Extremaceae,g__Petrophila,s__incerta,286,0,1968,0,0,0,0,0,0,53,0,141,0,0,0,0,0,0,0,0
k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Mycosphaerellales,f__Mycosphaerellaceae,g__Acrodontium,NA,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Mycosphaerellales,f__Mycosphaerellaceae,g__Geastrumia,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192,0,0,0
k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Mycosphaerellales,f__Mycosphaerellaceae,g__Ramularia,NA,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0
k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Mycosphaerellales,f__Mycosphaerellaceae,g__Xenosonderhenia,s__syzygii,0,0,0,0,407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Mycosphaerellales,f__Mycosphaerellaceae,g__Zasmidium,s__eucalypticola,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0
k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Mycosphaerellales,f__Mycosphaerellaceae,NA,NA,0,0,10,0,0,0,0,0,0,0,625,0,0,0,0,0,0,0,0,0
k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Mycosphaerellales,f__Teratosphaeriaceae,g__Catenulostroma,NA,0,0,154,0,246,0,0,0,0,121,0,180,0,0,0,0,0,0,0,0
k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Mycosphaerellales,f__Teratosphaeriaceae,g__Constantinomyces,s__oldenburgensis,0,0,0,0,0,0,0,0,0,213,0,0,0,0,0,0,0,0,0,0
k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Mycosphaerellales,f__Teratosphaeriaceae,g__Hortaea,s__werneckii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,395,0,0
k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Mycosphaerellales,f__Teratosphaeriaceae,g__Neocatenulostroma,NA,0,0,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Mycosphaerellales,f__Teratosphaeriaceae,g__Salinomyces,s__thailandicus,0,0,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Mycosphaerellales,f__Teratosphaeriaceae,NA,NA,112,0,0,0,0,0,0,989,0,0,0,0,0,0,0,0,0,0,3119,0
k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Mycosphaerellales,NA,NA,NA,6,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0
k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Myriangiales,f__Elsinoaceae,g__Elsinoe,NA,0,1318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Myriangiales,f__Endosporiaceae,g__Endosporium,s__aviarium,0,301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Myriangiales,f__Myriangiales_fam_Incertae_sedis,g__Myriangiales_gen_Incertae_sedis,NA,0,0,1111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Myriangiales,f__Myriangiales_fam_Incertae_sedis,g__Phaeosclera,NA,0,0,339,0,104,0,0,0,0,0,0,121,0,0,0,0,0,0,0,0
k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Neocelosporiales,f__Neocelosporiaceae,g__Neocelosporium,NA,0,0,0,0,0,0,0,0,0,523,0,0,0,0,0,0,0,0,0,0
k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Patellariales,f__Patellariaceae,g__Banhegyia,NA,0,0,0,0,0,0,0,0,0,101,0,0,0,0,0,0,0,0,0,0
k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Amorosiaceae,g__Angustimassarina,s__acerina,0,0,204,0,0,0,0,0,655,0,0,0,0,0,0,0,0,0,0,0
k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Coniothyriaceae,g__Foliophoma,s__camporesii,1012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Cucurbitariaceae,g__Neocucurbitaria,NA,0,393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Didymellaceae,g__Ascochyta,s__var._macrospora,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Didymellaceae,g__Epicoccum,s__italicum,0,0,0,0,0,0,0,0,1214,0,0,0,0,0,0,0,0,0,0,0
k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Didymellaceae,g__Neoascochyta,NA,0,0,0,0,0,0,0,0,0,0,0,131,0,0,0,0,0,0,0,0
k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Didymellaceae,NA,NA,22117,358,525,10407,0,0,673,5107,2296,437,995,162,0,206,0,0,960,0,0,0
k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Didymosphaeriaceae,g__Neokalmusia,s__arundinis,0,23,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0
k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Didymosphaeriaceae,g__Paraphaeosphaeria,s__parmeliae,0,263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Didymosphaeriaceae,g__Pseudopithomyces,s__angolensis,79,31,0,0,0,0,0,0,0,167,0,0,0,0,0,0,0,0,0,0
k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Didymosphaeriaceae,g__Pseudopithomyces,NA,0,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Didymosphaeriaceae,g__Spegazzinia,NA,0,0,0,0,0,0,0,0,140,0,0,0,0,0,0,0,0,0,0,0
k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Didymosphaeriaceae,g__Tremateia,s__chromolaenae,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0
k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Leptosphaeriaceae,g__Plenodomus,NA,844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Lophiostomataceae,g__Lophiostoma,NA,0,0,90,189,0,0,0,0,0,0,0,190,0,0,0,0,0,0,0,0
k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Lophiostomataceae,g__Neovaginatispora,s__clematidis,60,0,199,0,0,0,0,0,0,27,22,0,0,0,0,0,0,0,0,0
k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Lophiostomataceae,NA,NA,0,0,942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Lophiotremataceae,g__Lophiotrema,s__rubi,0,0,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Macrodiplodiopsidaceae,g__Macrodiplodiopsis,s__desmazieri,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0
k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Parapyrenochaetaceae,g__Parapyrenochaeta,NA,0,0,0,0,0,0,0,0,615,0,0,0,0,0,0,0,0,0,0,0
k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Periconiaceae,g__Periconia,s__celtidis,0,0,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Periconiaceae,g__Periconia,s__chimonanthi,0,0,0,0,0,0,0,0,624,0,0,0,0,0,0,0,0,0,0,0
k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Periconiaceae,g__Periconia,s__macrospinosa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,707,0,0
k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Periconiaceae,g__Periconia,s__verrucosa,0,0,0,0,0,0,0,0,0,145,250,0,0,0,0,0,0,0,0,0
k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Periconiaceae,g__Periconia,NA,450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Phaeosphaeriaceae,g__Didymocyrtis,NA,0,0,0,0,0,0,0,0,917,0,0,0,0,0,0,0,0,0,0,0
k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Phaeosphaeriaceae,g__Leptospora,s__clematidis,0,0,0,0,0,0,0,0,0,150,0,0,0,0,0,0,0,0,0,0
k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Phaeosphaeriaceae,g__Leptospora,NA,0,0,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Phaeosphaeriaceae,g__Neosetophoma,NA,1206,0,574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Phaeosphaeriaceae,g__Ophiosphaerella,NA,0,0,0,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Phaeosphaeriaceae,g__Phaeosphaeria,s__oryzae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Phaeosphaeriaceae,g__Phaeosphaeria,NA,498,0,2462,1451,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Phaeosphaeriaceae,g__Septoriella,NA,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0
k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Phaeosphaeriaceae,NA,NA,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Pleosporaceae,g__Alternaria,s__metachromatica,4384,297,1295,0,0,0,0,0,333,94,450,0,0,0,0,0,0,0,0,0
k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Pleosporaceae,g__Alternaria,s__rosae,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Pleosporaceae,g__Alternaria,s__sonchi,0,0,0,0,0,0,0,0,0,0,206,0,0,0,0,0,0,0,0,0
k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Pleosporaceae,g__Alternaria,NA,27343,2037,54826,720,320,1854,0,0,10522,3309,1583,900,1976,0,0,0,527,0,0,3
k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Pleosporaceae,g__Pyrenophora,NA,0,0,5658,0,0,0,0,0,2277,6,0,0,0,0,0,0,0,0,0,0
k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Pleosporaceae,g__Stemphylium,s__vesicarium,1033,0,172,0,0,0,0,0,628,227,0,0,0,0,0,0,0,0,678,0
k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Pleosporaceae,NA,NA,40,0,0,0,0,0,0,0,0,2769,0,0,0,0,0,0,0,0,0,0
k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Pleosporales_fam_Incertae_sedis,g__Chalastospora,s__gossypii,0,0,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Pseudomassarinaceae,g__Pseudomassarina,s__clematidis,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Sporormiaceae,g__Preussia,s__persica,0,0,1184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Teichosporaceae,NA,NA,0,0,0,0,0,0,0,0,0,0,0,184,0,0,0,0,0,0,0,0
k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Torulaceae,g__Torula,s__fici,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0
k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Torulaceae,g__Torula,NA,0,0,772,0,0,0,0,0,0,0,16,264,0,0,0,0,0,0,0,0
k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,NA,NA,NA,442,898,2429,845,164,0,0,0,0,541,267,0,0,0,0,0,1065,0,517,0
k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Superstratomycetales,f__Superstratomycetaceae,g__Superstratomyces,s__flavomucosus,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Tubeufiales,f__Tubeufiaceae,g__Zaanenomyces,s__moderatricis-academiae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198,0
k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Valsariales,f__Valsariaceae,g__Valsaria,s__lopadostomoides,0,0,0,0,0,0,0,0,0,0,0,246,0,0,0,0,0,0,0,0
